target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
500,0.0,0,1,mismatched_bracket,1,mismatched_bracket,True
500,0.0,1,3,mismatched_quotation,3,mismatched_quotation,True
500,0.0,2,2,mismatched_bracket,2,mismatched_bracket,True
500,0.0,3,4,missing_parenthesis,4,missing_parenthesis,True
500,0.0,4,1,keywords_as_identifier,61,missing_colon,False
500,0.0,5,6,missing_quotation,6,mismatched_quotation,False
500,0.0,6,4,keywords_as_identifier,4,keywords_as_identifier,True
500,0.0,7,1,missing_colon,1,missing_colon,True
500,0.0,8,4,missing_parenthesis,4,missing_colon,False
500,0.0,9,1,missing_parenthesis,1,missing_parenthesis,True
500,0.0,10,5,missing_quotation,5,mismatched_quotation,False
500,0.0,11,1,mismatched_bracket,1,missing_colon,False
500,0.0,12,1,missing_parenthesis,1,missing_colon,False
500,0.0,13,2,missing_colon,2,missing_colon,True
500,0.0,14,1,keywords_as_identifier,4,keywords_as_identifier,False
500,0.0,15,3,mismatched_quotation,3,mismatched_quotation,True
500,0.0,16,4,mismatched_quotation,65,keywords_as_identifier,False
500,0.0,17,7,mismatched_quotation,7,mismatched_quotation,True
500,0.0,18,1,keywords_as_identifier,1,keywords_as_identifier,True
500,0.0,19,1,missing_parenthesis,1,missing_colon,False
500,0.0,20,1,mismatched_bracket,1,missing_parenthesis,False
500,0.0,21,1,mismatched_bracket,1,missing_colon,False
500,0.0,22,3,missing_comma,3,keywords_as_identifier,False
500,0.0,23,2,missing_comma,2,missing_comma,True
500,0.0,24,1,missing_colon,1,missing_colon,True
500,0.25,0,17,missing_colon,17,missing_colon,True
500,0.25,1,16,missing_colon,16,missing_colon,True
500,0.25,2,11,missing_colon,46,missing_colon,False
500,0.25,3,17,missing_comma,17,missing_comma,True
500,0.25,4,15,missing_comma,15,missing_comma,True
500,0.25,5,11,keywords_as_identifier,11,keywords_as_identifier,True
500,0.25,6,15,missing_colon,15,missing_colon,True
500,0.25,7,17,missing_parenthesis,17,missing_colon,False
500,0.25,8,14,missing_comma,14,missing_comma,True
500,0.25,9,15,mismatched_bracket,15,missing_colon,False
500,0.25,10,13,missing_comma,13,missing_comma,True
500,0.25,11,15,missing_colon,15,missing_colon,True
500,0.25,12,12,mismatched_bracket,12,missing_colon,False
500,0.25,13,23,mismatched_bracket,23,mismatched_bracket,True
500,0.25,14,17,missing_colon,17,missing_colon,True
500,0.25,15,19,keywords_as_identifier,19,keywords_as_identifier,True
500,0.25,16,12,missing_colon,12,missing_colon,True
500,0.25,17,9,missing_comma,9,missing_comma,True
500,0.25,18,15,mismatched_quotation,15,mismatched_quotation,True
500,0.25,19,13,missing_comma,13,missing_comma,True
500,0.25,20,8,keywords_as_identifier,8,keywords_as_identifier,True
500,0.25,21,14,mismatched_bracket,14,missing_colon,False
500,0.25,22,13,missing_parenthesis,13,missing_colon,False
500,0.25,23,21,missing_quotation,21,missing_quotation,True
500,0.25,24,12,mismatched_bracket,12,missing_comma,False
500,0.5,0,32,mismatched_bracket,32,missing_parenthesis,False
500,0.5,1,32,mismatched_bracket,32,missing_colon,False
500,0.5,2,31,missing_colon,31,missing_colon,True
500,0.5,3,31,keywords_as_identifier,31,keywords_as_identifier,True
500,0.5,4,39,mismatched_bracket,39,missing_colon,False
500,0.5,5,28,mismatched_quotation,28,mismatched_quotation,True
500,0.5,6,38,keywords_as_identifier,28,missing_colon,False
500,0.5,7,37,missing_quotation,37,mismatched_quotation,False
500,0.5,8,26,missing_quotation,26,mismatched_quotation,False
500,0.5,9,39,mismatched_quotation,39,mismatched_quotation,True
500,0.5,10,27,mismatched_quotation,27,mismatched_quotation,True
500,0.5,11,34,missing_colon,34,missing_colon,True
500,0.5,12,30,missing_colon,30,missing_colon,True
500,0.5,13,30,mismatched_quotation,30,mismatched_quotation,True
500,0.5,14,23,missing_quotation,23,mismatched_quotation,False
500,0.5,15,35,missing_comma,35,keywords_as_identifier,False
500,0.5,16,32,missing_comma,32,missing_comma,True
500,0.5,17,36,missing_quotation,36,mismatched_quotation,False
500,0.5,18,32,missing_parenthesis,32,missing_parenthesis,True
500,0.5,19,35,missing_colon,35,missing_colon,True
500,0.5,20,31,missing_colon,31,missing_colon,True
500,0.5,21,31,keywords_as_identifier,31,keywords_as_identifier,True
500,0.5,22,33,missing_quotation,33,mismatched_quotation,False
500,0.5,23,36,missing_parenthesis,36,missing_colon,False
500,0.5,24,41,mismatched_quotation,41,mismatched_quotation,True
500,0.75,0,49,mismatched_quotation,49,mismatched_quotation,True
500,0.75,1,47,keywords_as_identifier,47,keywords_as_identifier,True
500,0.75,2,49,missing_quotation,41,keywords_as_identifier,False
500,0.75,3,51,missing_colon,51,missing_colon,True
500,0.75,4,53,missing_comma,53,missing_comma,True
500,0.75,5,49,missing_quotation,49,missing_quotation,True
500,0.75,6,47,missing_quotation,47,mismatched_quotation,False
500,0.75,7,48,missing_quotation,48,mismatched_quotation,False
500,0.75,8,48,mismatched_bracket,48,missing_colon,False
500,0.75,9,46,mismatched_bracket,56,keywords_as_identifier,False
500,0.75,10,51,keywords_as_identifier,51,keywords_as_identifier,True
500,0.75,11,42,missing_colon,42,missing_colon,True
500,0.75,12,55,missing_quotation,27,missing_colon,False
500,0.75,13,53,missing_comma,53,missing_comma,True
500,0.75,14,45,missing_comma,45,missing_comma,True
500,0.75,15,54,mismatched_quotation,54,mismatched_quotation,True
500,0.75,16,54,keywords_as_identifier,58,keywords_as_identifier,False
500,0.75,17,53,missing_quotation,53,mismatched_quotation,False
500,0.75,18,52,missing_comma,52,missing_comma,True
500,0.75,19,39,keywords_as_identifier,39,keywords_as_identifier,True
500,0.75,20,48,keywords_as_identifier,48,keywords_as_identifier,True
500,0.75,21,51,missing_quotation,51,missing_quotation,True
500,0.75,22,56,missing_parenthesis,56,missing_parenthesis,True
500,0.75,23,52,missing_quotation,52,mismatched_quotation,False
500,0.75,24,43,keywords_as_identifier,43,missing_colon,False
500,1.0,0,60,mismatched_bracket,60,missing_parenthesis,False
500,1.0,1,57,missing_parenthesis,57,missing_parenthesis,True
500,1.0,2,72,missing_quotation,72,mismatched_quotation,False
500,1.0,3,73,mismatched_quotation,73,mismatched_quotation,True
500,1.0,4,59,missing_comma,59,missing_comma,True
500,1.0,5,68,missing_colon,68,missing_colon,True
500,1.0,6,68,missing_parenthesis,68,missing_quotation,False
500,1.0,7,64,missing_comma,64,missing_comma,True
500,1.0,8,73,keywords_as_identifier,73,keywords_as_identifier,True
500,1.0,9,75,missing_colon,75,missing_colon,True
500,1.0,10,63,missing_quotation,63,mismatched_quotation,False
500,1.0,11,68,missing_quotation,68,mismatched_quotation,False
500,1.0,12,68,mismatched_quotation,68,mismatched_quotation,True
500,1.0,13,65,missing_parenthesis,65,missing_colon,False
500,1.0,14,60,missing_parenthesis,60,missing_parenthesis,True
500,1.0,15,59,mismatched_quotation,59,mismatched_quotation,True
500,1.0,16,62,missing_parenthesis,62,missing_parenthesis,True
500,1.0,17,69,mismatched_quotation,69,mismatched_quotation,True
500,1.0,18,58,missing_quotation,58,missing_quotation,True
500,1.0,19,62,keywords_as_identifier,63,keywords_as_identifier,False
500,1.0,20,65,missing_comma,65,missing_comma,True
500,1.0,21,65,mismatched_quotation,65,mismatched_quotation,True
500,1.0,22,58,missing_parenthesis,58,missing_colon,False
500,1.0,23,63,missing_parenthesis,63,missing_parenthesis,True
500,1.0,24,64,mismatched_quotation,64,mismatched_quotation,True
1000,0.0,0,4,mismatched_quotation,66,keywords_as_identifier,False
1000,0.0,1,7,mismatched_quotation,7,mismatched_quotation,True
1000,0.0,2,1,mismatched_quotation,1,mismatched_quotation,True
1000,0.0,3,5,missing_comma,5,missing_comma,True
1000,0.0,4,3,missing_comma,3,keywords_as_identifier,False
1000,0.0,5,2,missing_quotation,2,mismatched_quotation,False
1000,0.0,6,6,missing_parenthesis,6,missing_parenthesis,True
1000,0.0,7,1,missing_colon,1,missing_colon,True
1000,0.0,8,2,missing_parenthesis,2,missing_colon,False
1000,0.0,9,1,missing_quotation,23,missing_colon,False
1000,0.0,10,5,missing_colon,5,missing_colon,True
1000,0.0,11,2,missing_comma,2,keywords_as_identifier,False
1000,0.0,12,5,mismatched_quotation,5,mismatched_quotation,True
1000,0.0,13,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,14,1,keywords_as_identifier,4,keywords_as_identifier,False
1000,0.0,15,1,missing_parenthesis,1,missing_colon,False
1000,0.0,16,3,missing_quotation,3,missing_quotation,True
1000,0.0,17,2,missing_quotation,2,mismatched_quotation,False
1000,0.0,18,2,missing_parenthesis,2,missing_parenthesis,True
1000,0.0,19,1,missing_colon,1,missing_colon,True
1000,0.0,20,4,mismatched_quotation,119,keywords_as_identifier,False
1000,0.0,21,1,mismatched_bracket,1,mismatched_bracket,True
1000,0.0,22,1,missing_colon,108,keywords_as_identifier,False
1000,0.0,23,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,24,3,keywords_as_identifier,3,keywords_as_identifier,True
1000,0.25,0,28,keywords_as_identifier,66,keywords_as_identifier,False
1000,0.25,1,29,keywords_as_identifier,29,keywords_as_identifier,True
1000,0.25,2,37,missing_comma,37,missing_comma,True
1000,0.25,3,36,missing_parenthesis,36,missing_colon,False
1000,0.25,4,31,missing_parenthesis,31,missing_colon,False
1000,0.25,5,29,keywords_as_identifier,99,keywords_as_identifier,False
1000,0.25,6,27,missing_colon,27,missing_colon,True
1000,0.25,7,31,mismatched_quotation,101,keywords_as_identifier,False
1000,0.25,8,31,missing_parenthesis,31,missing_parenthesis,True
1000,0.25,9,29,missing_parenthesis,29,missing_colon,False
1000,0.25,10,26,mismatched_bracket,26,mismatched_bracket,True
1000,0.25,11,37,missing_colon,37,missing_colon,True
1000,0.25,12,34,missing_quotation,12,keywords_as_identifier,False
1000,0.25,13,33,missing_parenthesis,33,missing_colon,False
1000,0.25,14,28,missing_colon,28,missing_colon,True
1000,0.25,15,29,mismatched_quotation,29,mismatched_quotation,True
1000,0.25,16,35,mismatched_quotation,35,mismatched_quotation,True
1000,0.25,17,31,missing_parenthesis,31,missing_colon,False
1000,0.25,18,27,missing_parenthesis,27,missing_colon,False
1000,0.25,19,35,missing_comma,35,mismatched_quotation,False
1000,0.25,20,31,keywords_as_identifier,31,keywords_as_identifier,True
1000,0.25,21,35,missing_colon,35,missing_colon,True
1000,0.25,22,30,missing_quotation,79,missing_indent,False
1000,0.25,23,35,missing_colon,35,missing_colon,True
1000,0.25,24,30,missing_colon,30,missing_colon,True
1000,0.5,0,64,missing_parenthesis,64,missing_colon,False
1000,0.5,1,69,mismatched_quotation,77,missing_colon,False
1000,0.5,2,62,missing_parenthesis,62,missing_colon,False
1000,0.5,3,66,mismatched_bracket,66,mismatched_bracket,True
1000,0.5,4,64,mismatched_bracket,98,keywords_as_identifier,False
1000,0.5,5,60,missing_quotation,60,mismatched_quotation,False
1000,0.5,6,64,missing_comma,64,missing_comma,True
1000,0.5,7,62,missing_comma,62,missing_comma,True
1000,0.5,8,63,missing_parenthesis,63,missing_colon,False
1000,0.5,9,65,missing_comma,65,missing_comma,True
1000,0.5,10,63,mismatched_quotation,63,mismatched_quotation,True
1000,0.5,11,64,missing_parenthesis,64,missing_parenthesis,True
1000,0.5,12,71,mismatched_bracket,71,mismatched_bracket,True
1000,0.5,13,67,missing_quotation,67,mismatched_quotation,False
1000,0.5,14,63,missing_colon,63,missing_colon,True
1000,0.5,15,55,keywords_as_identifier,55,keywords_as_identifier,True
1000,0.5,16,62,missing_colon,62,missing_colon,True
1000,0.5,17,75,mismatched_quotation,75,mismatched_quotation,True
1000,0.5,18,70,missing_parenthesis,70,missing_colon,False
1000,0.5,19,59,mismatched_bracket,59,missing_colon,False
1000,0.5,20,66,missing_comma,66,missing_comma,True
1000,0.5,21,68,missing_colon,103,keywords_as_identifier,False
