target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
500,0.0,0,7,mismatched_bracket,7,mismatched_bracket,True
500,0.0,1,1,missing_comma,4,missing_comma,False
500,0.0,2,5,mismatched_quotation,5,missing_parenthesis,False
500,0.0,3,1,keywords_as_identifier,11,missing_colon,False
500,0.0,4,1,keywords_as_identifier,27,missing_colon,False
500,0.0,5,1,keywords_as_identifier,51,missing_colon,False
500,0.0,6,9,missing_colon,8,missing_colon,False
500,0.0,7,4,mismatched_bracket,4,missing_parenthesis,False
500,0.0,8,3,missing_comma,3,missing_multiplication_operator,False
500,0.0,9,1,mismatched_bracket,1,missing_bracket,False
500,0.0,10,8,missing_comma,8,missing_comma,True
500,0.0,11,4,missing_quotation,4,missing_quotation,True
500,0.0,12,4,missing_quotation,4,missing_comma,False
500,0.0,13,3,missing_parenthesis,3,missing_parenthesis,True
500,0.0,14,1,keywords_as_identifier,4,missing_parenthesis,False
500,0.0,15,1,missing_parenthesis,1,missing_parenthesis,True
500,0.0,16,1,missing_colon,4,missing_parenthesis,False
500,0.0,17,2,missing_comma,2,missing_comma,True
500,0.0,18,1,mismatched_bracket,1,mismatched_bracket,True
500,0.0,19,1,missing_quotation,14,mismatched_bracket,False
500,0.0,20,1,mismatched_quotation,1,mismatched_quotation,True
500,0.0,21,1,missing_colon,4,missing_parenthesis,False
500,0.0,22,1,missing_comma,4,missing_comma,False
500,0.0,23,1,missing_parenthesis,1,missing_parenthesis,True
500,0.0,24,3,mismatched_quotation,3,missing_closing_quotation,False
500,0.25,0,18,missing_parenthesis,18,missing_parenthesis,True
500,0.25,1,17,missing_comma,17,missing_comma,True
500,0.25,2,10,keywords_as_identifier,10,missing_parenthesis,False
500,0.25,3,18,mismatched_bracket,18,mismatched_bracket,True
500,0.25,4,19,mismatched_quotation,19,mismatched_quotation,True
500,0.25,5,14,missing_comma,14,missing_comma,True
500,0.25,6,17,mismatched_bracket,17,missing_parenthesis,False
500,0.25,7,14,missing_colon,14,missing_comma,False
500,0.25,8,15,missing_colon,15,missing_colon,True
500,0.25,9,18,missing_comma,18,missing_comma,True
500,0.25,10,17,keywords_as_identifier,17,missing_quotation,False
500,0.25,11,17,missing_comma,17,missing_comma,True
500,0.25,12,19,missing_parenthesis,19,missing_parenthesis,True
500,0.25,13,14,missing_quotation,14,missing_parenthesis,False
500,0.25,14,21,mismatched_quotation,21,mismatched_quotation,True
500,0.25,15,14,missing_parenthesis,14,missing_parenthesis,True
500,0.25,16,17,mismatched_bracket,17,mismatched_bracket,True
500,0.25,17,17,mismatched_quotation,17,mismatched_quotation,True
500,0.25,18,12,missing_colon,12,missing_colon,True
500,0.25,19,21,missing_comma,21,missing_comma,True
500,0.25,20,14,missing_comma,14,missing_comma,True
